Height_cm,Weight_kg,BMI,BMI_Category,Body_Shape,Hip_Circumference_cm,Shoulder_Width_cm,Clothing_Size,Style_Preference,Recommended_Cloth_Color
188.99,122.05,34.17,Obese,Rectangle,106.96,44.43,XXL,Calm & Classic,Lavender
152.91,61.12,26.14,Overweight,Pear,99.39,37.77,XS,Soft & Gentle,Pale Yellow
185.17,86.41,25.2,Overweight,Rectangle,107.78,39.44,XL,Soft & Gentle,Baby Pink
157.63,39.98,16.09,Underweight,Rectangle,95.18,40.26,XS,Soft & Gentle,White
182.72,55.52,16.63,Underweight,Inverted Triangle,94.6,43.94,M,Calm & Classic,Rust
175.46,84.82,27.55,Overweight,Spoon,113.62,48.07,XXL,Calm & Classic,Purple
153.23,62.13,26.46,Overweight,Oval,103.61,40.37,M,Soft & Gentle,Lavender
170.61,75.16,25.82,Overweight,Spoon,107.21,44.68,L,Adventurous & Natural,Olive Green
158.51,66.96,26.65,Overweight,Apple,116.15,38.89,M,Adventurous & Natural,Rust
167.73,79.48,28.25,Overweight,Oval,121.83,42.78,L,Adventurous & Natural,Magenta
176.36,89.02,28.62,Overweight,Hourglass,102.69,41.26,XL,Calm & Classic,Teal
171.53,45.02,15.3,Underweight,Rectangle,83.73,38.09,XS,Adventurous & Natural,Rust
182.92,87.66,26.2,Overweight,Pear,115.05,38.72,XL,Calm & Classic,Terracotta
182.84,120.38,36.01,Obese,Oval,120.44,41.53,XXL,Calm & Classic,Forest Green
179.37,113.54,35.29,Obese,Diamond,117.98,46.19,XXL,Adventurous & Natural,Forest Green
154.95,36.45,15.18,Underweight,Oval,107.52,38.12,XS,Bold & Expressive,Orange
187.54,55.99,15.92,Underweight,Pear,110.22,44.63,M,Soft & Gentle,White
181.54,124.25,37.7,Obese,Spoon,110.06,41.33,XXL,Bold & Expressive,Magenta
153.06,42.08,17.96,Underweight,Rectangle,95.2,44.85,XS,Calm & Classic,Black
152.99,78.13,33.38,Obese,Oval,97.51,38.01,M,Soft & Gentle,Cream
174.99,54.69,17.86,Underweight,Diamond,89.2,38.77,XS,Soft & Gentle,Light Blue
154.93,89.63,37.34,Obese,Rectangle,110.65,44.2,XL,Calm & Classic,Terracotta
173.66,52.47,17.4,Underweight,Diamond,87.99,40.43,XS,Calm & Classic,Grey
160.76,69.26,26.8,Overweight,Hourglass,117.56,41.6,L,Soft & Gentle,Light Blue
181.55,124.69,37.83,Obese,Apple,115.27,39.85,XXL,Calm & Classic,Brown
162.75,74.09,27.97,Overweight,Diamond,89.68,37.82,M,Adventurous & Natural,Rust
188.84,95.11,26.67,Overweight,Rectangle,112.53,44.61,XXL,Bold & Expressive,Bright Orange
185.71,53.08,15.39,Underweight,Spoon,106.57,46.83,M,Bold & Expressive,Lime Green
156.66,66.36,27.04,Overweight,Diamond,99.1,41.95,M,Bold & Expressive,Maroon
186.98,57.79,16.53,Underweight,Inverted Triangle,96.54,51.43,XL,Soft & Gentle,Baby Pink
168.23,105.31,37.21,Obese,Hourglass,117.55,40.8,XXL,Calm & Classic,Forest Green
169.03,104.86,36.7,Obese,Apple,118.24,39.72,XL,Bold & Expressive,Orange
175.75,82.69,26.77,Overweight,Pear,118.54,39.65,M,Calm & Classic,Black
172.53,51.08,17.16,Underweight,Rectangle,103.86,44.21,XS,Adventurous & Natural,Bright Orange
178.43,102.45,32.18,Obese,Apple,119.99,42.19,XXL,Calm & Classic,Navy
150.87,34.46,15.14,Underweight,Pear,111.26,42.04,XS,Adventurous & Natural,Bright Orange
151.63,37.91,16.49,Underweight,Pear,89.76,35.98,XS,Calm & Classic,Grey
179.75,99.64,30.84,Obese,Pear,114.45,37.49,XL,Calm & Classic,Olive Green
155.67,39.38,16.25,Underweight,Athletic,93.01,49.13,XS,Soft & Gentle,Pale Yellow
163.19,68.97,25.9,Overweight,Inverted Triangle,98.53,40.68,XL,Calm & Classic,Beige
165.85,78.01,28.36,Overweight,Apple,102.51,43.24,XL,Bold & Expressive,Gold
186.19,54.11,15.61,Underweight,Oval,112.94,39.04,XS,Soft & Gentle,Light Blue
179.3,116.41,36.21,Obese,Apple,124.67,41.16,XXL,Bold & Expressive,Red
176.2,85.94,27.68,Overweight,Rectangle,89.84,40.31,XL,Soft & Gentle,Cream
180.57,114.09,34.99,Obese,Pear,119.74,45.21,XXL,Soft & Gentle,Brown
182.36,132.29,39.78,Obese,Spoon,122.2,40.03,XXL,Soft & Gentle,Lavender
152.86,87.39,37.4,Obese,Inverted Triangle,92.05,43.14,XL,Calm & Classic,Navy
177.93,87.79,27.73,Overweight,Athletic,99.75,52.72,XXL,Bold & Expressive,Electric Blue
189.46,134.68,37.52,Obese,Apple,111.29,44.62,XXL,Bold & Expressive,Bright Orange
177.07,113.12,36.08,Obese,Athletic,108.49,54.33,XXL,Soft & Gentle,Black
184.0,55.49,16.39,Underweight,Oval,110.48,46.38,L,Soft & Gentle,Peach
152.78,91.64,39.26,Obese,Inverted Triangle,93.4,49.63,XXL,Bold & Expressive,Maroon
161.07,90.31,34.81,Obese,Rectangle,105.98,45.61,XXL,Calm & Classic,Beige
160.62,73.4,28.45,Overweight,Inverted Triangle,96.99,43.79,XL,Bold & Expressive,Electric Blue
169.55,51.34,17.86,Underweight,Diamond,90.49,45.26,XS,Soft & Gentle,Light Blue
173.1,85.4,28.5,Overweight,Diamond,101.52,45.0,XL,Adventurous & Natural,Yellow
175.23,51.52,16.78,Underweight,Oval,96.73,43.43,XS,Soft & Gentle,White
180.56,122.26,37.5,Obese,Diamond,114.93,39.62,XXL,Bold & Expressive,Lime Green
177.57,121.65,38.58,Obese,Athletic,117.4,43.38,XXL,Soft & Gentle,Lavender
173.6,51.23,17.0,Underweight,Hourglass,115.16,46.01,S,Bold & Expressive,Orange
178.93,48.73,15.22,Underweight,Hourglass,103.46,46.42,S,Calm & Classic,Black
179.85,98.43,30.43,Obese,Pear,115.8,39.81,XL,Calm & Classic,Terracotta
155.63,38.05,15.71,Underweight,Diamond,83.8,44.16,XS,Bold & Expressive,Gold
157.29,41.39,16.73,Underweight,Spoon,102.31,39.74,XS,Bold & Expressive,Gold
167.35,105.55,37.69,Obese,Oval,103.3,42.1,XXL,Soft & Gentle,Beige
164.92,75.42,27.73,Overweight,Athletic,90.99,50.75,XL,Calm & Classic,Grey
154.72,36.75,15.35,Underweight,Rectangle,93.96,43.33,XS,Soft & Gentle,Brown
170.08,79.52,27.49,Overweight,Rectangle,94.95,41.36,L,Soft & Gentle,Mint Green
181.19,50.26,15.31,Underweight,Pear,112.71,42.51,XS,Soft & Gentle,Black
186.54,92.0,26.44,Overweight,Athletic,106.36,51.09,XXL,Calm & Classic,Terracotta
187.2,95.99,27.39,Overweight,Rectangle,99.36,39.52,XL,Bold & Expressive,Lime Green
151.13,62.95,27.56,Overweight,Oval,100.25,43.33,M,Bold & Expressive,Magenta
175.81,92.88,30.05,Obese,Rectangle,113.7,46.42,XXL,Soft & Gentle,Mint Green
179.33,90.24,28.06,Overweight,Athletic,90.39,41.73,XL,Calm & Classic,Mustard Yellow
176.29,55.04,17.71,Underweight,Spoon,105.8,46.73,M,Adventurous & Natural,Gold
185.51,56.89,16.53,Underweight,Rectangle,95.98,42.34,M,Soft & Gentle,Black
184.83,91.42,26.76,Overweight,Athletic,111.01,51.24,XXL,Bold & Expressive,Maroon
153.05,65.94,28.15,Overweight,Oval,106.98,41.15,M,Adventurous & Natural,Forest Green
165.94,48.16,17.49,Underweight,Diamond,84.51,42.86,XS,Calm & Classic,White
171.18,45.57,15.55,Underweight,Rectangle,100.56,40.56,XS,Bold & Expressive,Maroon
176.44,52.67,16.92,Underweight,Oval,88.89,48.13,S,Adventurous & Natural,Coral
174.27,78.2,25.75,Overweight,Pear,122.73,45.2,M,Soft & Gentle,Black
178.06,96.16,30.33,Obese,Pear,113.74,38.37,XL,Bold & Expressive,Gold
186.89,93.26,26.7,Overweight,Athletic,112.45,51.87,XXL,Soft & Gentle,Cream
158.98,86.11,34.07,Obese,Athletic,102.39,44.74,XL,Bold & Expressive,Turquoise
160.63,67.94,26.33,Overweight,Diamond,94.37,40.29,L,Soft & Gentle,Cream
180.68,118.11,36.18,Obese,Oval,127.71,42.86,XXL,Adventurous & Natural,Magenta
176.19,88.32,28.45,Overweight,Rectangle,94.72,47.32,XXL,Calm & Classic,Rust
189.62,134.73,37.47,Obese,Apple,126.03,40.83,XXL,Soft & Gentle,Cream
168.16,50.31,17.79,Underweight,Rectangle,96.58,38.98,XS,Calm & Classic,Black
187.24,56.37,16.08,Underweight,Spoon,106.38,46.72,L,Bold & Expressive,Red
156.59,38.74,15.8,Underweight,Oval,90.35,37.5,XS,Soft & Gentle,Mint Green
162.92,84.73,31.92,Obese,Hourglass,107.55,38.35,XL,Adventurous & Natural,Turquoise
176.22,53.97,17.38,Underweight,Athletic,94.72,49.06,M,Adventurous & Natural,Turquoise
189.86,127.28,35.31,Obese,Hourglass,121.67,41.88,XXL,Adventurous & Natural,Forest Green
160.55,87.23,33.84,Obese,Athletic,101.81,48.05,XXL,Adventurous & Natural,Mustard Yellow
172.97,83.44,27.89,Overweight,Apple,118.85,46.33,XXL,Adventurous & Natural,Mustard Yellow
177.72,56.82,17.99,Underweight,Diamond,86.45,40.18,S,Bold & Expressive,Lime Green
173.07,118.11,39.43,Obese,Hourglass,124.63,42.99,XXL,Adventurous & Natural,Yellow
151.11,39.0,17.08,Underweight,Spoon,104.67,41.65,XS,Calm & Classic,Khaki
177.03,48.51,15.48,Underweight,Athletic,82.99,43.74,XS,Soft & Gentle,Peach
185.41,55.38,16.11,Underweight,Oval,88.4,48.2,L,Calm & Classic,Black
154.09,89.94,37.88,Obese,Rectangle,91.54,39.7,L,Bold & Expressive,Yellow
171.5,52.21,17.75,Underweight,Hourglass,111.67,43.82,XS,Bold & Expressive,Magenta
186.35,59.73,17.2,Underweight,Athletic,99.03,42.92,M,Soft & Gentle,Brown
183.29,128.4,38.22,Obese,Pear,108.27,37.57,XL,Adventurous & Natural,Olive Green
189.52,61.24,17.05,Underweight,Athletic,88.41,48.85,XL,Adventurous & Natural,Lime Green
157.95,41.89,16.79,Underweight,Hourglass,100.23,41.37,XS,Soft & Gentle,Mint Green
186.0,125.34,36.23,Obese,Pear,127.79,43.59,XXL,Bold & Expressive,Gold
167.09,46.01,16.48,Underweight,Oval,95.03,38.6,XS,Soft & Gentle,Lavender
180.29,90.0,27.69,Overweight,Rectangle,110.65,42.26,XXL,Calm & Classic,Purple
151.37,60.9,26.58,Overweight,Hourglass,110.38,40.58,M,Soft & Gentle,White
166.45,46.49,16.78,Underweight,Hourglass,87.08,41.82,XS,Calm & Classic,Purple
166.02,46.64,16.92,Underweight,Pear,117.48,42.57,XS,Bold & Expressive,Orange
186.06,120.3,34.75,Obese,Athletic,95.14,48.29,XXL,Adventurous & Natural,Lime Green
174.67,87.17,28.57,Overweight,Diamond,91.34,38.77,L,Bold & Expressive,Red
177.69,79.57,25.2,Overweight,Spoon,107.79,44.21,L,Calm & Classic,Black
166.31,44.59,16.12,Underweight,Oval,112.58,42.6,XS,Bold & Expressive,Yellow
172.49,78.19,26.28,Overweight,Inverted Triangle,87.54,51.18,XL,Soft & Gentle,Grey
159.76,86.75,33.99,Obese,Pear,108.31,41.04,XL,Adventurous & Natural,Gold
159.76,98.55,38.61,Obese,Athletic,112.35,43.43,XL,Bold & Expressive,Fuchsia
165.06,108.08,39.67,Obese,Inverted Triangle,106.54,40.5,XXL,Soft & Gentle,Mint Green
186.88,98.56,28.22,Overweight,Apple,110.05,39.59,XL,Adventurous & Natural,Khaki
160.88,98.97,38.24,Obese,Spoon,115.88,38.32,XL,Bold & Expressive,Coral
168.04,87.71,31.06,Obese,Oval,117.52,41.92,XXL,Soft & Gentle,Baby Pink
168.55,96.45,33.95,Obese,Rectangle,108.45,46.29,XXL,Calm & Classic,White
151.32,74.6,32.58,Obese,Oval,110.06,44.06,L,Soft & Gentle,Baby Pink
187.76,90.07,25.55,Overweight,Athletic,110.69,42.71,XXL,Calm & Classic,Cream
166.06,49.33,17.89,Underweight,Pear,94.67,38.32,XS,Soft & Gentle,Cream
151.66,64.63,28.1,Overweight,Hourglass,95.41,38.81,S,Soft & Gentle,Lavender
155.61,40.27,16.63,Underweight,Inverted Triangle,91.71,43.9,XS,Calm & Classic,Brown
174.49,86.99,28.57,Overweight,Pear,115.79,37.92,M,Adventurous & Natural,Lime Green
179.45,115.22,35.78,Obese,Pear,109.09,43.99,XL,Calm & Classic,White
184.47,127.0,37.32,Obese,Inverted Triangle,95.27,51.78,XXL,Soft & Gentle,Pale Yellow
172.73,90.34,30.28,Obese,Rectangle,95.39,41.22,XXL,Calm & Classic,Khaki
171.7,45.4,15.4,Underweight,Pear,117.01,38.48,XS,Adventurous & Natural,Rust
163.3,73.79,27.67,Overweight,Inverted Triangle,81.83,47.69,XL,Adventurous & Natural,Electric Blue
165.67,42.35,15.43,Underweight,Pear,110.88,36.14,XS,Soft & Gentle,Black
187.07,108.59,31.03,Obese,Spoon,106.24,47.8,XXL,Adventurous & Natural,Lime Green
177.79,118.57,37.51,Obese,Pear,130.0,37.62,XL,Bold & Expressive,Turquoise
187.21,116.67,33.29,Obese,Oval,124.69,45.49,XXL,Calm & Classic,Rust
157.39,84.27,34.02,Obese,Diamond,100.6,40.01,XL,Soft & Gentle,Beige
155.6,75.52,31.19,Obese,Diamond,110.58,45.11,L,Calm & Classic,Blue
182.22,85.8,25.84,Overweight,Athletic,110.78,46.41,XXL,Calm & Classic,Mustard Yellow
161.13,65.74,25.32,Overweight,Spoon,93.6,41.34,L,Adventurous & Natural,Coral
151.31,59.14,25.83,Overweight,Hourglass,112.24,46.76,L,Bold & Expressive,Yellow
167.82,45.91,16.3,Underweight,Spoon,102.88,44.71,XS,Bold & Expressive,Turquoise
154.74,69.22,28.91,Overweight,Rectangle,95.53,43.15,M,Calm & Classic,Mustard Yellow
173.32,79.0,26.3,Overweight,Inverted Triangle,83.59,47.72,XL,Adventurous & Natural,Electric Blue
177.24,82.78,26.35,Overweight,Diamond,99.9,41.97,XL,Calm & Classic,Beige
172.37,51.73,17.41,Underweight,Hourglass,112.44,44.88,XS,Adventurous & Natural,Olive Green
162.32,96.72,36.71,Obese,Rectangle,99.34,39.82,XL,Adventurous & Natural,Fuchsia
150.75,37.22,16.38,Underweight,Diamond,78.72,42.77,XS,Adventurous & Natural,Maroon
161.09,71.6,27.59,Overweight,Athletic,102.57,50.63,XL,Calm & Classic,Olive Green
155.92,76.58,31.5,Obese,Diamond,90.18,42.34,L,Soft & Gentle,Grey
183.01,56.64,16.91,Underweight,Rectangle,98.69,45.02,M,Soft & Gentle,Grey
172.18,46.48,15.68,Underweight,Apple,105.33,40.85,XS,Bold & Expressive,Turquoise
189.67,59.03,16.41,Underweight,Apple,112.45,46.83,XL,Soft & Gentle,Pale Yellow
166.99,96.82,34.72,Obese,Hourglass,108.07,46.9,XXL,Soft & Gentle,Baby Pink
168.34,95.3,33.63,Obese,Spoon,108.36,41.1,XXL,Soft & Gentle,Baby Pink
170.42,92.53,31.86,Obese,Apple,112.63,42.34,XXL,Calm & Classic,White
162.31,69.37,26.33,Overweight,Oval,102.37,42.93,L,Calm & Classic,Khaki
170.63,43.85,15.06,Underweight,Athletic,82.64,50.33,M,Adventurous & Natural,Lime Green
176.7,53.39,17.1,Underweight,Rectangle,86.6,42.5,XS,Adventurous & Natural,Magenta
154.02,66.64,28.09,Overweight,Oval,99.08,41.24,M,Bold & Expressive,Yellow
150.43,34.62,15.3,Underweight,Diamond,97.03,41.36,XS,Adventurous & Natural,Turquoise
184.03,52.9,15.62,Underweight,Diamond,103.56,44.95,S,Bold & Expressive,Lime Green
169.66,97.38,33.83,Obese,Rectangle,96.13,43.66,XXL,Soft & Gentle,Lavender
168.94,49.43,17.32,Underweight,Oval,104.81,43.27,XS,Adventurous & Natural,Forest Green
181.3,55.09,16.76,Underweight,Apple,107.3,45.16,M,Soft & Gentle,Brown
155.34,69.93,28.98,Overweight,Hourglass,98.17,42.85,M,Soft & Gentle,Light Blue
180.88,109.8,33.56,Obese,Apple,101.31,45.32,XXL,Soft & Gentle,Mint Green
150.16,88.61,39.3,Obese,Pear,104.46,39.81,M,Calm & Classic,Beige
174.48,120.1,39.45,Obese,Pear,104.62,39.86,XL,Adventurous & Natural,Forest Green
188.59,119.86,33.7,Obese,Diamond,108.94,41.17,XXL,Soft & Gentle,Beige
181.5,84.79,25.74,Overweight,Athletic,111.97,45.61,XXL,Adventurous & Natural,Maroon
180.03,120.05,37.04,Obese,Diamond,97.39,47.51,XXL,Bold & Expressive,Yellow
160.26,68.65,26.73,Overweight,Diamond,90.65,45.64,L,Adventurous & Natural,Forest Green
154.32,67.18,28.21,Overweight,Oval,97.91,45.49,M,Bold & Expressive,Gold
186.21,52.32,15.09,Underweight,Pear,108.44,42.94,XS,Calm & Classic,Cream
174.21,50.05,16.49,Underweight,Hourglass,106.58,45.7,XS,Soft & Gentle,Light Blue
180.52,55.99,17.18,Underweight,Athletic,105.07,46.54,XL,Soft & Gentle,Grey
185.47,114.62,33.32,Obese,Oval,113.0,42.2,XXL,Calm & Classic,Olive Green
155.79,90.8,37.41,Obese,Spoon,109.53,40.07,XL,Bold & Expressive,Coral
172.76,45.9,15.38,Underweight,Diamond,87.68,46.21,S,Calm & Classic,Teal
167.81,93.18,33.09,Obese,Hourglass,109.24,47.82,XXL,Calm & Classic,Rust
176.58,90.24,28.94,Overweight,Diamond,90.61,39.42,L,Soft & Gentle,Grey
164.26,98.75,36.6,Obese,Pear,103.74,42.35,XL,Adventurous & Natural,Turquoise
176.52,120.06,38.53,Obese,Diamond,96.8,40.27,XXL,Adventurous & Natural,Forest Green
171.92,51.13,17.3,Underweight,Pear,103.46,40.61,XS,Bold & Expressive,Yellow
182.7,104.94,31.44,Obese,Apple,101.89,42.5,XXL,Calm & Classic,Lavender
175.58,116.62,37.83,Obese,Apple,125.3,41.09,XXL,Calm & Classic,Cream
169.08,90.62,31.7,Obese,Spoon,117.34,46.38,XXL,Calm & Classic,Terracotta
152.23,77.26,33.34,Obese,Hourglass,100.4,37.27,M,Calm & Classic,Forest Green
159.71,41.81,16.39,Underweight,Rectangle,86.37,39.62,XS,Bold & Expressive,Orange
160.73,97.89,37.89,Obese,Spoon,123.51,43.61,XXL,Adventurous & Natural,Khaki
178.23,55.53,17.48,Underweight,Oval,93.6,42.68,S,Calm & Classic,White
180.81,55.02,16.83,Underweight,Hourglass,94.93,45.57,M,Adventurous & Natural,Maroon
159.01,83.01,32.83,Obese,Apple,121.2,47.32,XXL,Bold & Expressive,Lime Green
168.94,77.69,27.22,Overweight,Pear,98.24,41.95,M,Soft & Gentle,Mint Green
172.28,91.71,30.9,Obese,Rectangle,101.56,43.13,XXL,Soft & Gentle,Cream
173.97,76.57,25.3,Overweight,Diamond,94.49,44.68,L,Soft & Gentle,Baby Pink
162.39,100.23,38.01,Obese,Rectangle,110.88,39.87,XL,Bold & Expressive,Lime Green
150.31,39.0,17.26,Underweight,Apple,105.44,41.53,XS,Adventurous & Natural,Orange
174.51,92.0,30.21,Obese,Oval,109.17,42.07,XXL,Bold & Expressive,Lime Green
180.1,91.86,28.32,Overweight,Apple,108.52,38.53,XL,Calm & Classic,Blue
160.63,73.15,28.35,Overweight,Spoon,108.23,40.94,L,Calm & Classic,Cream
187.81,92.84,26.32,Overweight,Diamond,95.14,46.0,XXL,Soft & Gentle,Peach
153.13,65.96,28.13,Overweight,Diamond,93.41,46.84,L,Calm & Classic,Black
169.27,107.5,37.52,Obese,Inverted Triangle,94.45,43.73,XXL,Adventurous & Natural,Red
167.24,45.59,16.3,Underweight,Inverted Triangle,99.43,41.54,XS,Adventurous & Natural,Olive Green
177.03,80.1,25.56,Overweight,Oval,101.32,43.38,XL,Soft & Gentle,Lavender
180.22,51.09,15.73,Underweight,Athletic,89.79,50.65,M,Adventurous & Natural,Forest Green
178.59,88.32,27.69,Overweight,Hourglass,98.07,43.23,XL,Adventurous & Natural,Bright Orange
164.9,103.06,37.9,Obese,Apple,119.68,38.1,XL,Calm & Classic,Green
154.44,62.94,26.39,Overweight,Diamond,94.84,39.47,S,Bold & Expressive,Yellow
156.1,42.42,17.41,Underweight,Oval,107.87,38.87,XS,Bold & Expressive,Turquoise
187.25,55.71,15.89,Underweight,Inverted Triangle,100.39,44.26,M,Bold & Expressive,Magenta
178.08,99.36,31.33,Obese,Pear,110.61,43.78,XL,Bold & Expressive,Magenta
183.18,132.07,39.36,Obese,Diamond,102.51,40.54,XXL,Soft & Gentle,White
153.11,66.86,28.52,Overweight,Rectangle,89.74,44.94,M,Bold & Expressive,Bright Orange
180.52,88.54,27.17,Overweight,Hourglass,126.77,44.2,XXL,Bold & Expressive,Maroon
172.2,85.07,28.69,Overweight,Pear,110.8,39.33,M,Calm & Classic,Blue
151.35,38.85,16.96,Underweight,Pear,101.24,40.6,XS,Adventurous & Natural,Turquoise
183.16,54.51,16.25,Underweight,Pear,94.41,36.83,XS,Bold & Expressive,Lime Green
181.81,116.55,35.26,Obese,Athletic,117.54,45.95,XXL,Bold & Expressive,Yellow
173.16,107.01,35.69,Obese,Diamond,93.91,45.49,XXL,Calm & Classic,Mustard Yellow
165.48,43.16,15.76,Underweight,Hourglass,93.47,42.68,XS,Soft & Gentle,Lavender
158.37,90.64,36.14,Obese,Pear,125.92,35.23,M,Calm & Classic,Beige
158.45,83.93,33.43,Obese,Pear,120.39,41.08,XL,Adventurous & Natural,Gold
187.16,87.89,25.09,Overweight,Athletic,104.18,44.24,XXL,Bold & Expressive,Electric Blue
159.44,41.03,16.14,Underweight,Pear,92.99,39.53,XS,Soft & Gentle,Light Blue
161.1,43.65,16.82,Underweight,Athletic,101.51,41.62,XS,Bold & Expressive,Coral
183.2,108.34,32.28,Obese,Pear,119.25,38.3,XL,Soft & Gentle,Peach
155.88,80.77,33.24,Obese,Hourglass,96.82,44.47,XL,Soft & Gentle,Pale Yellow
189.73,54.46,15.13,Underweight,Hourglass,94.97,41.81,S,Adventurous & Natural,Fuchsia
166.17,48.29,17.49,Underweight,Pear,96.03,41.23,XS,Adventurous & Natural,Lime Green
185.13,103.64,30.24,Obese,Pear,103.81,39.46,XL,Calm & Classic,Blue
165.14,95.29,34.94,Obese,Athletic,94.63,47.19,XXL,Calm & Classic,Mustard Yellow
176.18,85.58,27.57,Overweight,Inverted Triangle,87.87,45.68,XL,Soft & Gentle,Baby Pink
156.04,41.59,17.08,Underweight,Rectangle,86.84,38.54,XS,Soft & Gentle,Baby Pink
153.34,62.29,26.49,Overweight,Apple,97.96,43.11,M,Bold & Expressive,Electric Blue
184.89,115.27,33.72,Obese,Spoon,117.6,46.48,XXL,Soft & Gentle,Mint Green
159.29,45.65,17.99,Underweight,Diamond,85.63,46.41,XS,Adventurous & Natural,Khaki
186.75,100.48,28.81,Overweight,Athletic,106.1,54.27,XXL,Calm & Classic,Beige
175.64,120.78,39.15,Obese,Spoon,129.92,38.33,XL,Adventurous & Natural,Rust
163.46,75.16,28.13,Overweight,Inverted Triangle,89.54,41.08,XL,Adventurous & Natural,Olive Green
181.3,52.53,15.98,Underweight,Pear,108.93,44.58,XS,Calm & Classic,Navy
165.49,84.41,30.82,Obese,Hourglass,110.3,40.42,XXL,Bold & Expressive,Maroon
186.37,100.69,28.99,Overweight,Diamond,106.11,47.12,XXL,Adventurous & Natural,Rust
155.15,42.25,17.55,Underweight,Diamond,81.64,46.82,XS,Adventurous & Natural,Lime Green
173.56,99.29,32.96,Obese,Oval,110.95,46.99,XXL,Calm & Classic,Rust
185.14,120.35,35.11,Obese,Oval,130.0,42.71,XXL,Soft & Gentle,Brown
165.22,41.71,15.28,Underweight,Pear,91.18,45.36,XS,Adventurous & Natural,Lime Green
156.71,64.71,26.35,Overweight,Hourglass,97.13,47.12,L,Soft & Gentle,Baby Pink
177.79,88.76,28.08,Overweight,Rectangle,106.6,44.72,XL,Soft & Gentle,Pale Yellow
155.88,39.02,16.06,Underweight,Spoon,97.82,38.31,XS,Adventurous & Natural,Rust
180.99,94.96,28.99,Overweight,Oval,107.17,46.14,XXL,Soft & Gentle,Pale Yellow
188.83,91.07,25.54,Overweight,Oval,128.57,45.06,XXL,Soft & Gentle,Grey
187.15,101.54,28.99,Overweight,Inverted Triangle,112.94,45.78,XXL,Soft & Gentle,Grey
151.91,62.42,27.05,Overweight,Pear,107.85,42.06,M,Calm & Classic,Black
157.15,79.18,32.06,Obese,Spoon,97.16,43.74,L,Bold & Expressive,Electric Blue
178.04,113.57,35.83,Obese,Diamond,106.56,39.37,XL,Soft & Gentle,Brown
178.98,52.63,16.43,Underweight,Oval,95.45,48.14,S,Calm & Classic,Cream
157.87,91.17,36.58,Obese,Athletic,90.57,45.47,XL,Adventurous & Natural,Coral
163.9,96.06,35.76,Obese,Rectangle,106.82,42.23,XXL,Adventurous & Natural,Forest Green
172.98,75.16,25.12,Overweight,Inverted Triangle,104.87,44.61,XL,Soft & Gentle,Mint Green
184.8,52.76,15.45,Underweight,Athletic,94.5,49.63,M,Calm & Classic,White
171.37,95.42,32.49,Obese,Athletic,100.36,51.17,XXL,Bold & Expressive,Yellow
156.8,64.74,26.33,Overweight,Athletic,91.32,44.98,M,Bold & Expressive,Fuchsia
150.35,61.4,27.16,Overweight,Rectangle,86.75,43.18,M,Soft & Gentle,Cream
177.82,48.13,15.22,Underweight,Apple,106.32,48.34,M,Adventurous & Natural,Fuchsia
180.23,129.74,39.94,Obese,Inverted Triangle,101.29,46.53,XXL,Soft & Gentle,Cream
165.15,68.51,25.12,Overweight,Inverted Triangle,84.8,50.14,XL,Bold & Expressive,Coral
178.64,107.86,33.8,Obese,Inverted Triangle,85.61,54.03,XXL,Adventurous & Natural,Bright Orange
173.92,119.03,39.35,Obese,Inverted Triangle,108.23,44.18,XXL,Adventurous & Natural,Rust
152.5,59.23,25.47,Overweight,Pear,97.84,41.66,M,Adventurous & Natural,Fuchsia
159.81,85.74,33.57,Obese,Athletic,105.8,42.97,XL,Soft & Gentle,Light Blue
169.12,91.3,31.92,Obese,Inverted Triangle,85.15,49.25,XXL,Adventurous & Natural,Red
173.77,83.49,27.65,Overweight,Pear,93.29,44.51,XL,Soft & Gentle,Peach
165.29,44.83,16.41,Underweight,Apple,106.76,41.99,XS,Soft & Gentle,Baby Pink
188.37,93.53,26.36,Overweight,Spoon,103.53,39.25,XL,Bold & Expressive,Fuchsia
157.9,90.5,36.3,Obese,Spoon,104.85,44.87,XL,Bold & Expressive,Maroon
